matchid,pred_points_player,actual_points_player,pred_selection_cnt,error,rewards_earned
1136596,359.0,571.5,10.0,,0.0
1136597,535.5,696.5,10.0,,0.0
1136598,272.5,655.5,10.0,,0.0
1136599,579.5,638.5,10.0,,0.0
1136600,603.0,822.5,10.0,,0.0
1136601,278.0,694.5,10.0,,0.0
1136602,532.0,812.5,10.0,,0.0
1136603,414.0,617.5,10.0,,0.0
1136604,770.0,906.0,10.0,,0.0
1136605,367.0,684.5,10.0,,0.0
1136606,361.5,784.5,10.0,,0.0
1136607,581.5,740.5,10.0,,0.0
1136608,255.5,504.5,10.0,,0.0
1136609,468.0,757.0,10.0,,0.0
1136610,666.0,836.0,10.0,,0.0
1136611,330.5,815.5,10.0,,0.0
1136612,509.0,618.0,10.0,,0.0
1136613,218.0,762.5,10.0,,0.0
1136614,625.5,745.5,10.0,,0.0
1136615,456.0,695.5,10.0,,0.0
1136616,525.0,803.0,10.0,,0.0
1136617,340.0,609.5,10.0,,0.0
1136618,403.0,643.0,10.0,,0.0
1136619,563.5,737.5,10.0,,0.0
1136620,214.0,722.5,10.0,,0.0
1175356,205.0,618.5,10.0,,0.0
1175357,486.5,721.5,10.0,,0.0
1175358,555.5,743.5,10.0,,0.0
1175359,367.5,717.5,10.0,,0.0
1175360,509.5,561.5,10.0,,0.0
1175361,532.0,736.0,10.0,,0.0
1175362,381.5,777.5,10.0,,0.0
1175363,735.0,815.0,10.0,,0.0
1175364,296.0,673.0,10.0,,0.0
1175365,382.0,799.0,10.0,,0.0
1175366,287.0,851.0,10.0,,0.0
1175367,301.0,778.5,10.0,,0.0
1175368,256.0,807.5,10.0,,0.0
1175369,581.0,649.0,10.0,,0.0
1175370,185.0,723.5,10.0,,0.0
1175371,424.5,558.5,10.0,,0.0
1175372,657.0,735.0,10.0,,0.0
1178393,359.0,664.5,10.0,,0.0
1178394,215.0,736.0,10.0,,0.0
1178395,344.5,709.5,10.0,,0.0
1178396,422.0,606.0,10.0,,0.0
1178397,433.0,590.0,10.0,,0.0
1178398,499.5,611.5,10.0,,0.0
1178399,490.0,836.0,10.0,,0.0
1178400,416.0,669.5,10.0,,0.0
1178401,293.0,762.0,10.0,,0.0
1178402,465.0,797.5,10.0,,0.0
1178403,634.0,702.0,10.0,,0.0
1178404,441.0,748.0,10.0,,0.0
1178405,503.0,814.5,10.0,,0.0
1178406,489.0,812.0,10.0,,0.0
1178407,453.0,669.0,10.0,,0.0
1178408,294.5,572.5,10.0,,0.0
1178409,281.0,674.5,10.0,,0.0
1178410,648.5,881.5,10.0,,0.0
1178411,354.0,638.5,10.0,,0.0
1178412,550.5,691.5,10.0,,0.0
1178413,589.5,677.5,10.0,,0.0
1178414,505.0,705.5,10.0,,0.0
1178415,576.0,814.0,10.0,,0.0
1178416,177.0,722.5,10.0,,0.0
1178417,480.0,748.5,10.0,,0.0
1178418,249.0,792.5,10.0,,0.0
1178419,414.0,724.5,10.0,,0.0
1178420,483.5,636.5,10.0,,0.0
1178421,414.0,615.0,10.0,,0.0
1178422,678.0,926.0,10.0,,0.0
1178423,702.0,793.0,10.0,,0.0
1178424,206.0,407.0,10.0,,0.0
1178425,226.0,775.0,10.0,,0.0
1178426,522.0,729.0,10.0,,0.0
1178427,375.0,625.0,10.0,,0.0
1178428,251.0,693.5,10.0,,0.0
1178429,226.0,756.5,10.0,,0.0
1178430,377.5,794.5,10.0,,0.0
1178431,424.0,614.0,10.0,,0.0
1181764,195.0,549.0,10.0,,0.0
1181766,338.0,700.5,10.0,,0.0
1181767,371.5,612.5,10.0,,0.0
1181768,553.5,675.5,10.0,,0.0
1216492,439.0,991.0,10.0,,0.0
1216493,424.0,1076.0,10.0,,0.0
1216496,882.0,1316.0,10.0,,0.0
1216501,242.0,274.0,10.0,,0.0
1216503,212.0,487.0,10.0,,0.0
1216504,128.0,419.5,10.0,,0.0
1216508,776.0,1052.0,10.0,,0.0
1216510,266.0,1144.0,10.0,,0.0
1216511,428.0,524.0,10.0,,0.0
1216513,562.0,599.0,10.0,,0.0
1216514,98.0,100.0,7.0,,0.0
1216515,524.0,609.0,10.0,,0.0
1216516,122.0,475.5,10.0,,0.0
1216519,355.0,430.0,10.0,,0.0
1216527,945.0,1146.0,10.0,,0.0
1216532,343.0,424.0,10.0,,0.0
1216534,322.0,979.0,10.0,,0.0
1216538,260.0,502.0,10.0,,0.0
1216539,819.0,855.0,10.0,,0.0
1216545,60.0,60.0,6.0,,0.0
1216547,302.5,689.5,10.0,,0.0
