date,matchid,innings,target,fallofwickets,ball,over,scorevalue,validball,extras,extratype,batsmanname,batsmanscorevalue,bowlername,nonstrikername,totalruns,dismissal,dismissedtype,dismissedplayer,battingteam,bowlingteam
"1    2021-10-13
Name: date, dtype: object",1254116,2nd innings,136,0,116,19.2,0,0,0,Nan,Shakib Al Hasan,0,R Ashwin,RA Tripathi,0,False,,,Kolkata Knight Riders,Delhi Capitals
"1    2021-10-13
Name: date, dtype: object",1254116,2nd innings,136,6,117,19.3,0,0,0,Nan,Shakib Al Hasan,0,R Ashwin,RA Tripathi,0,True,leg before wicket,Shakib Al Hasan,Kolkata Knight Riders,Delhi Capitals
"1    2021-10-13
Name: date, dtype: object",1254116,2nd innings,136,7,118,19.4,0,0,0,Nan,SP Narine,0,R Ashwin,RA Tripathi,0,True,caught,SP Narine,Kolkata Knight Riders,Delhi Capitals
"1    2021-10-13
Name: date, dtype: object",1254116,2nd innings,136,0,119,19.5,6,0,0,Nan,RA Tripathi,6,R Ashwin,LH Ferguson,0,False,,,Kolkata Knight Riders,Delhi Capitals
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,1,0.1,1,0,0,Nan,Devdutt Padikkal,1,Shakib Al Hasan,V Kohli,1,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,2,0.2,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,Devdutt Padikkal,2,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,3,0.3,1,0,0,Nan,Devdutt Padikkal,1,Shakib Al Hasan,V Kohli,3,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,4,0.4,0,0,0,Nan,V Kohli,0,Shakib Al Hasan,Devdutt Padikkal,3,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,5,0.5,0,0,0,Nan,V Kohli,0,Shakib Al Hasan,Devdutt Padikkal,3,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,6,0.6,4,0,0,Nan,V Kohli,4,Shakib Al Hasan,Devdutt Padikkal,7,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,7,1.1,0,0,0,Nan,Devdutt Padikkal,0,Shivam Mavi,V Kohli,7,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,8,1.2,0,0,0,Nan,Devdutt Padikkal,0,Shivam Mavi,V Kohli,7,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,9,1.3,1,0,0,Nan,Devdutt Padikkal,1,Shivam Mavi,V Kohli,8,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,10,1.4,0,0,0,Nan,V Kohli,0,Shivam Mavi,Devdutt Padikkal,8,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,11,1.5,0,0,0,Nan,V Kohli,0,Shivam Mavi,Devdutt Padikkal,8,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,11,1.5,5,1,1,Nan,V Kohli,5,Shivam Mavi,Devdutt Padikkal,13,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,12,1.6,4,0,0,Nan,V Kohli,4,Shivam Mavi,Devdutt Padikkal,17,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,13,2.1,1,0,0,Nan,Devdutt Padikkal,1,Varun Chakravarthy,V Kohli,18,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,14,2.2,1,0,0,Nan,V Kohli,1,Varun Chakravarthy,Devdutt Padikkal,19,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,15,2.3,2,0,0,Nan,Devdutt Padikkal,2,Varun Chakravarthy,V Kohli,21,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,16,2.4,1,0,0,Nan,Devdutt Padikkal,1,Varun Chakravarthy,V Kohli,22,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,17,2.5,1,0,0,Nan,V Kohli,1,Varun Chakravarthy,Devdutt Padikkal,23,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,18,2.6,1,0,0,Nan,Devdutt Padikkal,1,Varun Chakravarthy,V Kohli,24,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,19,3.1,4,0,0,Nan,Devdutt Padikkal,4,LH Ferguson,V Kohli,28,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,20,3.2,0,0,0,Nan,Devdutt Padikkal,0,LH Ferguson,V Kohli,28,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,21,3.3,1,0,0,Nan,Devdutt Padikkal,1,LH Ferguson,V Kohli,29,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,22,3.4,1,0,0,Nan,V Kohli,1,LH Ferguson,Devdutt Padikkal,30,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,23,3.5,4,0,0,Nan,Devdutt Padikkal,4,LH Ferguson,V Kohli,34,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,24,3.6,2,0,0,Nan,Devdutt Padikkal,2,LH Ferguson,V Kohli,36,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,25,4.1,4,0,0,Nan,V Kohli,4,Shivam Mavi,Devdutt Padikkal,40,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,26,4.2,1,0,0,Nan,V Kohli,1,Shivam Mavi,Devdutt Padikkal,41,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,27,4.3,4,0,4,Nan,Devdutt Padikkal,4,Shivam Mavi,V Kohli,45,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,27,4.3,1,1,1,Nan,Devdutt Padikkal,1,Shivam Mavi,V Kohli,46,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,28,4.4,1,0,0,Nan,Devdutt Padikkal,1,Shivam Mavi,V Kohli,47,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,29,4.5,1,0,0,Nan,V Kohli,1,Shivam Mavi,Devdutt Padikkal,48,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,30,4.6,1,0,0,Nan,Devdutt Padikkal,1,Shivam Mavi,V Kohli,49,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,1,31,5.1,0,0,0,Nan,Devdutt Padikkal,0,LH Ferguson,V Kohli,49,True,bowled,Devdutt Padikkal,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,32,5.2,0,0,0,Nan,Srikar Bharat,0,LH Ferguson,V Kohli,49,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,33,5.3,1,0,0,Nan,Srikar Bharat,1,LH Ferguson,V Kohli,50,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,34,5.4,1,0,0,Nan,V Kohli,1,LH Ferguson,Srikar Bharat,51,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,35,5.5,1,0,0,Nan,Srikar Bharat,1,LH Ferguson,V Kohli,52,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,36,5.6,1,0,0,Nan,V Kohli,1,LH Ferguson,Srikar Bharat,53,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,37,6.1,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,Srikar Bharat,54,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,38,6.2,1,0,0,Nan,Srikar Bharat,1,Shakib Al Hasan,V Kohli,55,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,39,6.3,0,0,0,Nan,V Kohli,0,Shakib Al Hasan,Srikar Bharat,55,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,40,6.4,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,Srikar Bharat,56,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,41,6.5,0,0,0,Nan,Srikar Bharat,0,Shakib Al Hasan,V Kohli,56,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,42,6.6,1,0,0,Nan,Srikar Bharat,1,Shakib Al Hasan,V Kohli,57,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,43,7.1,1,0,0,Nan,Srikar Bharat,1,Varun Chakravarthy,V Kohli,58,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,44,7.2,1,0,0,Nan,V Kohli,1,Varun Chakravarthy,Srikar Bharat,59,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,45,7.3,1,0,1,Nan,Srikar Bharat,1,Varun Chakravarthy,V Kohli,60,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,46,7.4,1,0,0,Nan,V Kohli,1,Varun Chakravarthy,Srikar Bharat,61,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,47,7.5,0,0,0,Nan,Srikar Bharat,0,Varun Chakravarthy,V Kohli,61,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,48,7.6,1,0,0,Nan,Srikar Bharat,1,Varun Chakravarthy,V Kohli,62,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,49,8.1,0,0,0,Nan,Srikar Bharat,0,Shakib Al Hasan,V Kohli,62,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,50,8.2,1,0,0,Nan,Srikar Bharat,1,Shakib Al Hasan,V Kohli,63,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,51,8.3,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,Srikar Bharat,64,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,52,8.4,0,0,0,Nan,Srikar Bharat,0,Shakib Al Hasan,V Kohli,64,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,53,8.5,1,0,0,Nan,Srikar Bharat,1,Shakib Al Hasan,V Kohli,65,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,54,8.6,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,Srikar Bharat,66,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,55,9.1,1,0,0,Nan,V Kohli,1,SP Narine,Srikar Bharat,67,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,56,9.2,1,0,0,Nan,Srikar Bharat,1,SP Narine,V Kohli,68,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,57,9.3,1,0,0,Nan,V Kohli,1,SP Narine,Srikar Bharat,69,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,2,58,9.4,0,0,0,Nan,Srikar Bharat,0,SP Narine,V Kohli,69,True,caught,Srikar Bharat,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,59,9.5,1,0,0,Nan,GJ Maxwell,1,SP Narine,V Kohli,70,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,60,9.6,0,0,0,Nan,V Kohli,0,SP Narine,GJ Maxwell,70,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,61,10.1,1,0,0,Nan,GJ Maxwell,1,Shakib Al Hasan,V Kohli,71,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,62,10.2,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,GJ Maxwell,72,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,63,10.3,4,0,0,Nan,GJ Maxwell,4,Shakib Al Hasan,V Kohli,76,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,64,10.4,1,0,0,Nan,GJ Maxwell,1,Shakib Al Hasan,V Kohli,77,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,65,10.5,1,0,0,Nan,V Kohli,1,Shakib Al Hasan,GJ Maxwell,78,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,66,10.6,1,0,0,Nan,GJ Maxwell,1,Shakib Al Hasan,V Kohli,79,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,66,11.0,1,1,1,Nan,GJ Maxwell,1,LH Ferguson,V Kohli,80,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,67,11.1,1,0,1,Nan,GJ Maxwell,1,LH Ferguson,V Kohli,81,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,68,11.2,0,0,0,Nan,V Kohli,0,LH Ferguson,GJ Maxwell,81,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,69,11.3,1,0,0,Nan,V Kohli,1,LH Ferguson,GJ Maxwell,82,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,70,11.4,1,0,0,Nan,GJ Maxwell,1,LH Ferguson,V Kohli,83,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,71,11.5,0,0,0,Nan,V Kohli,0,LH Ferguson,GJ Maxwell,83,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,72,11.6,4,0,0,Nan,V Kohli,4,LH Ferguson,GJ Maxwell,87,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,73,12.1,1,0,0,Nan,GJ Maxwell,1,SP Narine,V Kohli,88,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,3,74,12.2,0,0,0,Nan,V Kohli,0,SP Narine,GJ Maxwell,88,True,bowled,V Kohli,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,75,12.3,1,0,0,Nan,AB de Villiers,1,SP Narine,GJ Maxwell,89,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,76,12.4,1,0,0,Nan,GJ Maxwell,1,SP Narine,AB de Villiers,90,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,77,12.5,0,0,0,Nan,AB de Villiers,0,SP Narine,GJ Maxwell,90,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,78,12.6,4,0,0,Nan,AB de Villiers,4,SP Narine,GJ Maxwell,94,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,79,13.1,1,0,0,Nan,GJ Maxwell,1,Varun Chakravarthy,AB de Villiers,95,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,80,13.2,1,0,0,Nan,AB de Villiers,1,Varun Chakravarthy,GJ Maxwell,96,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,81,13.3,1,0,0,Nan,GJ Maxwell,1,Varun Chakravarthy,AB de Villiers,97,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,82,13.4,2,0,0,Nan,AB de Villiers,2,Varun Chakravarthy,GJ Maxwell,99,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,83,13.5,0,0,0,Nan,AB de Villiers,0,Varun Chakravarthy,GJ Maxwell,99,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,84,13.6,1,0,0,Nan,AB de Villiers,1,Varun Chakravarthy,GJ Maxwell,100,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,85,14.1,2,0,0,Nan,AB de Villiers,2,SP Narine,GJ Maxwell,102,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,4,86,14.2,0,0,0,Nan,AB de Villiers,0,SP Narine,GJ Maxwell,102,True,bowled,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,86,14.2,1,1,1,Nan,S Ahmed,1,SP Narine,GJ Maxwell,103,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,87,14.3,4,0,0,Nan,S Ahmed,4,SP Narine,GJ Maxwell,107,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,88,14.4,1,0,0,Nan,S Ahmed,1,SP Narine,GJ Maxwell,108,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,89,14.5,0,0,0,Nan,GJ Maxwell,0,SP Narine,S Ahmed,108,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,90,14.6,0,0,0,Nan,GJ Maxwell,0,SP Narine,S Ahmed,108,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,91,15.1,0,0,0,Nan,S Ahmed,0,Varun Chakravarthy,GJ Maxwell,108,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,92,15.2,0,0,0,Nan,S Ahmed,0,Varun Chakravarthy,GJ Maxwell,108,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,93,15.3,0,0,0,Nan,S Ahmed,0,Varun Chakravarthy,GJ Maxwell,108,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,94,15.4,1,0,0,Nan,S Ahmed,1,Varun Chakravarthy,GJ Maxwell,109,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,95,15.5,0,0,0,Nan,GJ Maxwell,0,Varun Chakravarthy,S Ahmed,109,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,96,15.6,2,0,0,Nan,GJ Maxwell,2,Varun Chakravarthy,S Ahmed,111,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,97,16.1,1,0,0,Nan,S Ahmed,1,SP Narine,GJ Maxwell,112,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,98,16.2,0,0,0,Nan,GJ Maxwell,0,SP Narine,S Ahmed,112,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,99,16.3,0,0,0,Nan,GJ Maxwell,0,SP Narine,S Ahmed,112,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,5,100,16.4,0,0,0,Nan,GJ Maxwell,0,SP Narine,S Ahmed,112,True,caught,GJ Maxwell,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,101,16.5,0,0,0,Nan,S Ahmed,0,SP Narine,Dan Christian,112,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,102,16.6,1,0,0,Nan,S Ahmed,1,SP Narine,Dan Christian,113,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,103,17.1,1,0,0,Nan,S Ahmed,1,Shivam Mavi,Dan Christian,114,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,104,17.2,0,0,0,Nan,Dan Christian,0,Shivam Mavi,S Ahmed,114,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,105,17.3,1,0,0,Nan,Dan Christian,1,Shivam Mavi,S Ahmed,115,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,106,17.4,1,0,0,Nan,S Ahmed,1,Shivam Mavi,Dan Christian,116,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,107,17.5,1,0,0,Nan,Dan Christian,1,Shivam Mavi,S Ahmed,117,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,108,17.6,2,0,0,Nan,S Ahmed,2,Shivam Mavi,Dan Christian,119,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,109,18.1,0,0,0,Nan,Dan Christian,0,LH Ferguson,S Ahmed,119,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,110,18.2,4,0,0,Nan,Dan Christian,4,LH Ferguson,S Ahmed,123,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,111,18.3,1,0,0,Nan,Dan Christian,1,LH Ferguson,S Ahmed,124,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,112,18.4,1,0,0,Nan,S Ahmed,1,LH Ferguson,Dan Christian,125,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,113,18.5,1,0,0,Nan,Dan Christian,1,LH Ferguson,S Ahmed,126,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,6,114,18.6,0,0,0,Nan,S Ahmed,0,LH Ferguson,Dan Christian,126,True,caught,S Ahmed,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,115,19.1,1,0,0,Nan,HV Patel,1,Shivam Mavi,Dan Christian,127,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,115,19.1,2,1,1,Nan,Dan Christian,2,Shivam Mavi,HV Patel,129,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,116,19.2,4,0,0,Nan,HV Patel,4,Shivam Mavi,Dan Christian,133,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,117,19.3,0,0,0,Nan,HV Patel,0,Shivam Mavi,Dan Christian,133,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,7,118,19.4,1,0,0,Nan,HV Patel,1,Shivam Mavi,Dan Christian,134,True,run out,HV Patel,Royal Challengers Bangalore,Kolkata Knight Riders
"2    2021-10-11
Name: date, dtype: object",1254115,1st innings,0,0,118,19.4,1,1,1,Nan,HV Patel,1,Shivam Mavi,George Garton,135,False,,,Royal Challengers Bangalore,Kolkata Knight Riders
