date,matchid,innings,target,fallofwickets,ball,over,scorevalue,validball,extras,extratype,batsmanname,batsmanscorevalue,bowlername,nonstrikername,totalruns,dismissal,dismissedtype,dismissedplayer,battingteam,bowlingteam
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,74,12.2,1,0,0,Nan,KA Pollard,1,Abhishek Sharma,SA Yadav,149,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,75,12.3,0,0,0,Nan,SA Yadav,0,Abhishek Sharma,KA Pollard,149,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,76,12.4,1,0,1,Nan,SA Yadav,1,Abhishek Sharma,KA Pollard,150,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,76,12.4,1,1,1,Nan,KA Pollard,1,Abhishek Sharma,SA Yadav,151,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,4,77,12.5,0,0,0,Nan,KA Pollard,0,Abhishek Sharma,SA Yadav,151,True,caught,KA Pollard,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,5,78,12.6,0,0,0,Nan,JDS Neesham,0,Abhishek Sharma,SA Yadav,151,True,caught,JDS Neesham,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,79,13.1,4,0,0,Nan,SA Yadav,4,S Kaul,KH Pandya,155,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,80,13.2,6,0,0,Nan,SA Yadav,6,S Kaul,KH Pandya,161,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,81,13.3,1,0,0,Nan,SA Yadav,1,S Kaul,KH Pandya,162,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,82,13.4,0,0,0,Nan,KH Pandya,0,S Kaul,SA Yadav,162,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,83,13.5,4,0,0,Nan,KH Pandya,4,S Kaul,SA Yadav,166,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,84,13.6,1,0,0,Nan,KH Pandya,1,S Kaul,SA Yadav,167,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,85,14.1,2,0,0,Nan,KH Pandya,2,M Nabi,SA Yadav,169,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,86,14.2,1,0,0,Nan,KH Pandya,1,M Nabi,SA Yadav,170,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,87,14.3,1,0,0,Nan,SA Yadav,1,M Nabi,KH Pandya,171,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,88,14.4,1,0,0,Nan,KH Pandya,1,M Nabi,SA Yadav,172,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,89,14.5,4,0,0,Nan,SA Yadav,4,M Nabi,KH Pandya,176,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,90,14.6,1,0,0,Nan,SA Yadav,1,M Nabi,KH Pandya,177,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,91,15.1,6,0,0,Nan,SA Yadav,6,Rashid Khan,KH Pandya,183,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,92,15.2,1,0,0,Nan,SA Yadav,1,Rashid Khan,KH Pandya,184,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,6,93,15.3,0,0,0,Nan,KH Pandya,0,Rashid Khan,SA Yadav,184,True,caught,KH Pandya,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,94,15.4,1,0,0,Nan,NM Coulter-Nile,1,Rashid Khan,SA Yadav,185,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,95,15.5,4,0,0,Nan,SA Yadav,4,Rashid Khan,NM Coulter-Nile,189,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,96,15.6,1,0,0,Nan,SA Yadav,1,Rashid Khan,NM Coulter-Nile,190,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,97,16.1,2,0,0,Nan,SA Yadav,2,S Kaul,NM Coulter-Nile,192,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,98,16.2,4,0,0,Nan,SA Yadav,4,S Kaul,NM Coulter-Nile,196,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,99,16.3,0,0,0,Nan,SA Yadav,0,S Kaul,NM Coulter-Nile,196,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,100,16.4,4,0,0,Nan,SA Yadav,4,S Kaul,NM Coulter-Nile,200,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,101,16.5,0,0,0,Nan,SA Yadav,0,S Kaul,NM Coulter-Nile,200,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,102,16.6,4,0,0,Nan,SA Yadav,4,S Kaul,NM Coulter-Nile,204,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,103,17.1,2,0,0,Nan,NM Coulter-Nile,2,JO Holder,SA Yadav,206,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,7,104,17.2,0,0,0,Nan,NM Coulter-Nile,0,JO Holder,SA Yadav,206,True,caught,NM Coulter-Nile,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,105,17.3,4,0,0,Nan,SA Yadav,4,JO Holder,PP Chawla,210,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,106,17.4,6,0,0,Nan,SA Yadav,6,JO Holder,PP Chawla,216,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,107,17.5,1,0,0,Nan,SA Yadav,1,JO Holder,PP Chawla,217,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,108,17.6,0,0,0,Nan,PP Chawla,0,JO Holder,SA Yadav,217,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,108,18.0,1,1,1,Nan,SA Yadav,1,Umran Malik,PP Chawla,218,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,109,18.1,0,0,0,Nan,SA Yadav,0,Umran Malik,PP Chawla,218,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,110,18.2,4,0,0,Nan,SA Yadav,4,Umran Malik,PP Chawla,222,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,111,18.3,4,0,0,Nan,SA Yadav,4,Umran Malik,PP Chawla,226,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,112,18.4,4,0,0,Nan,SA Yadav,4,Umran Malik,PP Chawla,230,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,113,18.5,0,0,0,Nan,SA Yadav,0,Umran Malik,PP Chawla,230,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,114,18.6,0,0,0,Nan,SA Yadav,0,Umran Malik,PP Chawla,230,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,8,115,19.1,0,0,0,Nan,PP Chawla,0,JO Holder,SA Yadav,230,True,caught,PP Chawla,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,116,19.2,0,0,0,Nan,SA Yadav,0,JO Holder,JJ Bumrah,230,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,117,19.3,0,0,0,Nan,SA Yadav,0,JO Holder,JJ Bumrah,230,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,9,118,19.4,0,0,0,Nan,SA Yadav,0,JO Holder,JJ Bumrah,230,True,caught,SA Yadav,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,119,19.5,4,0,0,Nan,JJ Bumrah,4,JO Holder,TA Boult,234,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,1st innings,0,0,120,19.6,1,0,0,Nan,JJ Bumrah,1,JO Holder,TA Boult,235,False,,,Mumbai Indians,Sunrisers Hyderabad
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,1,0.1,0,0,0,Nan,Jason Roy,0,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,2,0.2,0,0,0,Nan,Jason Roy,0,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,3,0.3,2,0,0,Nan,Jason Roy,2,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,4,0.4,1,0,0,Nan,Jason Roy,1,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,5,0.5,0,0,0,Nan,Abhishek Sharma,0,TA Boult,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,6,0.6,2,0,0,Nan,Abhishek Sharma,2,TA Boult,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,7,1.1,1,0,0,Nan,Jason Roy,1,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,8,1.2,1,0,0,Nan,Abhishek Sharma,1,JJ Bumrah,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,9,1.3,4,0,0,Nan,Jason Roy,4,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,10,1.4,0,0,0,Nan,Jason Roy,0,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,11,1.5,4,0,0,Nan,Jason Roy,4,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,12,1.6,0,0,0,Nan,Jason Roy,0,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,13,2.1,1,0,0,Nan,Abhishek Sharma,1,PP Chawla,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,14,2.2,4,0,0,Nan,Jason Roy,4,PP Chawla,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,15,2.3,4,0,0,Nan,Jason Roy,4,PP Chawla,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,16,2.4,0,0,0,Nan,Jason Roy,0,PP Chawla,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,17,2.5,1,0,0,Nan,Jason Roy,1,PP Chawla,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,18,2.6,6,0,0,Nan,Abhishek Sharma,6,PP Chawla,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,19,3.1,3,0,0,Nan,Jason Roy,3,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,20,3.2,1,0,0,Nan,Abhishek Sharma,1,JJ Bumrah,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,21,3.3,0,0,0,Nan,Jason Roy,0,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,21,3.3,5,5,5,Nan,Jason Roy,5,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,22,3.4,4,0,0,Nan,Jason Roy,4,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,23,3.5,1,0,0,Nan,Jason Roy,1,JJ Bumrah,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,24,3.6,2,0,0,Nan,Abhishek Sharma,2,JJ Bumrah,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,25,4.1,0,0,0,Nan,Jason Roy,0,NM Coulter-Nile,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,26,4.2,1,0,0,Nan,Jason Roy,1,NM Coulter-Nile,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,27,4.3,4,0,0,Nan,Abhishek Sharma,4,NM Coulter-Nile,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,28,4.4,4,0,0,Nan,Abhishek Sharma,4,NM Coulter-Nile,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,29,4.5,4,0,0,Nan,Abhishek Sharma,4,NM Coulter-Nile,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,30,4.6,0,0,0,Nan,Abhishek Sharma,0,NM Coulter-Nile,Jason Roy,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,31,5.1,4,0,0,Nan,Jason Roy,4,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,1,32,5.2,0,0,0,Nan,Jason Roy,0,TA Boult,Abhishek Sharma,0,True,caught,Jason Roy,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,33,5.3,1,0,0,Nan,Abhishek Sharma,1,TA Boult,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,34,5.4,0,0,0,Nan,MK Pandey,0,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,35,5.5,1,0,0,Nan,MK Pandey,1,TA Boult,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,36,5.6,4,0,0,Nan,Abhishek Sharma,4,TA Boult,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,37,6.1,1,0,1,Nan,MK Pandey,1,JDS Neesham,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,38,6.2,1,0,0,Nan,Abhishek Sharma,1,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,39,6.3,4,0,0,Nan,MK Pandey,4,JDS Neesham,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,40,6.4,1,0,0,Nan,MK Pandey,1,JDS Neesham,Abhishek Sharma,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,41,6.5,2,0,0,Nan,Abhishek Sharma,2,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,2,42,6.6,0,0,0,Nan,Abhishek Sharma,0,JDS Neesham,MK Pandey,0,True,caught,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,43,7.1,1,0,0,Nan,M Nabi,1,KH Pandya,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,44,7.2,1,0,0,Nan,MK Pandey,1,KH Pandya,M Nabi,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,45,7.3,1,0,0,Nan,M Nabi,1,KH Pandya,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,45,7.3,7,1,1,Nan,MK Pandey,7,KH Pandya,M Nabi,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,46,7.4,4,0,0,Nan,MK Pandey,4,KH Pandya,M Nabi,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,47,7.5,2,0,0,Nan,MK Pandey,2,KH Pandya,M Nabi,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,48,7.6,0,0,0,Nan,MK Pandey,0,KH Pandya,M Nabi,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,49,8.1,1,0,0,Nan,M Nabi,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,50,8.2,1,0,0,Nan,MK Pandey,1,PP Chawla,M Nabi,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,3,51,8.3,0,0,0,Nan,M Nabi,0,PP Chawla,MK Pandey,0,True,caught,M Nabi,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,52,8.4,1,0,0,Nan,A Samad,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,53,8.5,1,0,0,Nan,MK Pandey,1,PP Chawla,A Samad,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,54,8.6,1,0,0,Nan,A Samad,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,4,55,9.1,0,0,0,Nan,A Samad,0,JDS Neesham,MK Pandey,0,True,caught,A Samad,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,56,9.2,1,0,1,Nan,P Garg,1,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,57,9.3,1,0,0,Nan,MK Pandey,1,JDS Neesham,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,58,9.4,1,0,0,Nan,P Garg,1,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,59,9.5,1,0,0,Nan,MK Pandey,1,JDS Neesham,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,60,9.6,1,0,0,Nan,P Garg,1,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,61,10.1,0,0,0,Nan,P Garg,0,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,62,10.2,1,0,0,Nan,P Garg,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,63,10.3,1,0,0,Nan,MK Pandey,1,PP Chawla,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,64,10.4,2,0,0,Nan,P Garg,2,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,65,10.5,1,0,0,Nan,P Garg,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,66,10.6,1,0,0,Nan,MK Pandey,1,PP Chawla,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,67,11.1,4,0,0,Nan,MK Pandey,4,JDS Neesham,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,68,11.2,1,0,0,Nan,MK Pandey,1,JDS Neesham,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,69,11.3,4,0,0,Nan,P Garg,4,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,70,11.4,6,0,0,Nan,P Garg,6,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,71,11.5,1,0,0,Nan,P Garg,1,JDS Neesham,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,72,11.6,0,0,0,Nan,MK Pandey,0,JDS Neesham,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,73,12.1,4,0,0,Nan,P Garg,4,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,74,12.2,1,0,0,Nan,P Garg,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,75,12.3,2,0,0,Nan,MK Pandey,2,PP Chawla,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,76,12.4,1,0,0,Nan,MK Pandey,1,PP Chawla,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,77,12.5,2,0,0,Nan,P Garg,2,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,78,12.6,1,0,0,Nan,P Garg,1,PP Chawla,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,79,13.1,0,0,0,Nan,P Garg,0,TA Boult,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,80,13.2,1,0,0,Nan,P Garg,1,TA Boult,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,81,13.3,1,0,0,Nan,MK Pandey,1,TA Boult,P Garg,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,82,13.4,0,0,0,Nan,P Garg,0,TA Boult,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
"5    2021-10-08
Name: date, dtype: object",1254088,2nd innings,236,0,83,13.5,1,0,0,Nan,P Garg,1,TA Boult,MK Pandey,0,False,,,Sunrisers Hyderabad,Mumbai Indians
