ipl_season,sequence,eventid,innings,target,remainingballs,homescore,awayscore,fallofwickets,ball,over,scorevalue,validball,extras,dismissal,dismissaltype,batsmanid,batsman,batsmanteam,bowlerid,bowler,bowlerteam,otherathleteinvolvedid,otherathleteinvolved,nonstrikerid,nonstriker,runs,runrate
ipl20,100001,1254095,1st innings,0,119,1/0,0,0,1,0.1,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,1070183,Abhishek Sharma,1,6.0
ipl20,100002,1254095,1st innings,0,118,1/0,0,0,2,0.2,0,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,3.0
ipl20,100003,1254095,1st innings,0,117,1/0,0,0,3,0.3,0,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,2.0
ipl20,100004,1254095,1st innings,0,116,1/0,0,0,4,0.4,0,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,1.5
ipl20,100005,1254095,1st innings,0,115,1/0,0,0,5,0.5,0,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,1.2
ipl20,100006,1254095,1st innings,0,114,2/0,0,0,6,0.6,1,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,1,2.0
ipl20,100101,1254095,1st innings,0,113,6/0,0,0,7,1.1,4,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,4,5.14
ipl20,100102,1254095,1st innings,0,112,12/0,0,0,8,1.2,6,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,6,9.0
ipl20,100103,1254095,1st innings,0,111,12/0,0,0,9,1.3,0,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,0,8.0
ipl20,100104,1254095,1st innings,0,110,14/0,0,0,10,1.4,2,0,0,False,,1070183,Abhishek Sharma,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,2,8.4
ipl20,100105,1254095,1st innings,0,109,14/1,0,1,11,1.5,0,0,0,True,caught,1070183,Abhishek Sharma,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,325026,Glenn Maxwell,298438,Jason Roy,0,7.63
ipl20,100106,1254095,1st innings,0,108,14/1,0,0,12,1.6,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,277906,Kane Williamson,0,7.0
ipl20,100201,1254095,1st innings,0,108,15/1,0,0,12,2.0,1,1,1,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.5
ipl20,100202,1254095,1st innings,0,107,15/1,0,0,13,2.1,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,6.92
ipl20,100203,1254095,1st innings,0,106,15/1,0,0,14,2.2,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,6.42
ipl20,100204,1254095,1st innings,0,105,15/1,0,0,15,2.3,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,6.0
ipl20,100205,1254095,1st innings,0,104,19/1,0,0,16,2.4,4,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,4,7.12
ipl20,100206,1254095,1st innings,0,103,19/1,0,0,17,2.5,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,0,6.7
ipl20,100207,1254095,1st innings,0,102,23/1,0,0,18,2.6,4,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,940973,Mohammed Siraj,Royal Challengers Bangalore,,,298438,Jason Roy,4,7.66
ipl20,100301,1254095,1st innings,0,101,23/1,0,0,19,3.1,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,0,7.26
ipl20,100302,1254095,1st innings,0,100,24/1,0,0,20,3.2,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,1,7.2
ipl20,100303,1254095,1st innings,0,99,25/1,0,0,21,3.3,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.14
ipl20,100304,1254095,1st innings,0,98,25/1,0,0,22,3.4,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,0,6.81
ipl20,100305,1254095,1st innings,0,97,25/1,0,0,23,3.5,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,0,6.52
ipl20,100306,1254095,1st innings,0,96,26/1,0,0,24,3.6,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,1,6.5
ipl20,100401,1254095,1st innings,0,95,30/1,0,0,25,4.1,4,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,277906,Kane Williamson,4,7.2
ipl20,100402,1254095,1st innings,0,94,31/1,0,0,26,4.2,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,277906,Kane Williamson,1,7.15
ipl20,100403,1254095,1st innings,0,94,32/1,0,0,26,4.2,1,1,1,False,,277906,Kane Williamson,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.38
ipl20,100404,1254095,1st innings,0,93,36/1,0,0,27,4.3,4,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,4,8.0
ipl20,100405,1254095,1st innings,0,92,37/1,0,0,28,4.4,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.92
ipl20,100406,1254095,1st innings,0,92,38/1,0,0,28,4.4,1,1,1,False,,298438,Jason Roy,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,277906,Kane Williamson,1,8.14
ipl20,100407,1254095,1st innings,0,91,39/1,0,0,29,4.5,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,277906,Kane Williamson,1,8.06
ipl20,100408,1254095,1st innings,0,90,43/1,0,0,30,4.6,4,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,643433,George Garton,Royal Challengers Bangalore,,,298438,Jason Roy,4,8.6
ipl20,100501,1254095,1st innings,0,89,44/1,0,0,31,5.1,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,1,8.51
ipl20,100502,1254095,1st innings,0,88,44/1,0,0,32,5.2,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,0,8.25
ipl20,100503,1254095,1st innings,0,87,45/1,0,0,33,5.3,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,1,8.18
ipl20,100504,1254095,1st innings,0,86,49/1,0,0,34,5.4,4,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,4,8.64
ipl20,100505,1254095,1st innings,0,85,49/1,0,0,35,5.5,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,0,8.4
ipl20,100506,1254095,1st innings,0,84,50/1,0,0,36,5.6,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,1,8.33
ipl20,100601,1254095,1st innings,0,83,52/1,0,0,37,6.1,2,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,390481,Harshal Patel,Royal Challengers Bangalore,,,277906,Kane Williamson,2,8.43
ipl20,100602,1254095,1st innings,0,82,56/1,0,0,38,6.2,4,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,390481,Harshal Patel,Royal Challengers Bangalore,,,277906,Kane Williamson,4,8.84
ipl20,100603,1254095,1st innings,0,81,56/1,0,0,39,6.3,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,390481,Harshal Patel,Royal Challengers Bangalore,,,277906,Kane Williamson,0,8.61
ipl20,100604,1254095,1st innings,0,80,56/1,0,0,40,6.4,0,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,390481,Harshal Patel,Royal Challengers Bangalore,,,277906,Kane Williamson,0,8.4
ipl20,100605,1254095,1st innings,0,79,57/1,0,0,41,6.5,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,390481,Harshal Patel,Royal Challengers Bangalore,,,277906,Kane Williamson,1,8.34
ipl20,100606,1254095,1st innings,0,78,58/1,0,0,42,6.6,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,390481,Harshal Patel,Royal Challengers Bangalore,,,298438,Jason Roy,1,8.28
ipl20,100701,1254095,1st innings,0,77,58/1,0,0,43,7.1,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,430246,Yuzvendra Chahal,Royal Challengers Bangalore,,,298438,Jason Roy,0,8.09
ipl20,100702,1254095,1st innings,0,76,60/1,0,0,44,7.2,2,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,430246,Yuzvendra Chahal,Royal Challengers Bangalore,,,298438,Jason Roy,2,8.18
ipl20,100703,1254095,1st innings,0,75,60/1,0,0,45,7.3,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,430246,Yuzvendra Chahal,Royal Challengers Bangalore,,,298438,Jason Roy,0,8.0
ipl20,100704,1254095,1st innings,0,74,60/1,0,0,46,7.4,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,430246,Yuzvendra Chahal,Royal Challengers Bangalore,,,298438,Jason Roy,0,7.82
ipl20,100705,1254095,1st innings,0,73,60/1,0,0,47,7.5,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,430246,Yuzvendra Chahal,Royal Challengers Bangalore,,,298438,Jason Roy,0,7.65
ipl20,100706,1254095,1st innings,0,72,61/1,0,0,48,7.6,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,430246,Yuzvendra Chahal,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.62
ipl20,100801,1254095,1st innings,0,71,61/1,0,0,49,8.1,0,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,0,7.46
ipl20,100802,1254095,1st innings,0,70,62/1,0,0,50,8.2,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.44
ipl20,100803,1254095,1st innings,0,69,63/1,0,0,51,8.3,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,1,7.41
ipl20,100804,1254095,1st innings,0,68,65/1,0,0,52,8.4,2,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,2,7.5
ipl20,100805,1254095,1st innings,0,67,66/1,0,0,53,8.5,1,0,0,False,,277906,Kane Williamson,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,298438,Jason Roy,1,7.47
ipl20,100806,1254095,1st innings,0,66,67/1,0,0,54,8.6,1,0,0,False,,298438,Jason Roy,Sunrisers Hyderabad,1159711,Shahbaz Ahmed,Royal Challengers Bangalore,,,277906,Kane Williamson,1,7.44
